scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
primary,87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,composite_titanium,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=FRANKLIN > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],FRANKLIN [baseline_primary],ESPACE [baseline_primary],1,4,2,6,T3 alternates=3; T2 alternates=1; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,94,Accoudoir allée,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,95,Ens. Palette optimisée,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,96,Ensemble porte,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,97,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,complete_direct,T4=BASF > T3=Toray Industries > T2=Ensinger > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=BASF > T3=Toray Industries > T2=Ensinger > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,BASF [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],Senior Aerospace Thailand [baseline_primary],3,2,4,4,T4 alternates=2; T3 alternates=1; T2 alternates=3; T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,98,Ens. Tablette cocktail,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,99,Ens. Tablette repas,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,100,Ens. Têtière,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,101,Stowage assemblé avec porte,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,102,Support écran,inox,steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],5,4,0,10,T4 alternates=4; T3 alternates=3; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,103,Capot NFC,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,104,Coussin ottoman,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,105,Ens. Stowage latéral,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,106,Ensemble porte,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,107,Ens. Tablette cocktail,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,108,Ens. Tablette repas,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,109,Stowage assemblé avec porte,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. > T3=Toray Industries > T2=Ensinger > T1=ESPACE > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
primary,110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,requires_bom_or_program_data,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],,2,2,5,0,T4 alternates=1; T3 alternates=1; T2 alternates=4; validate qualification/capacity/share before stress-test activation
primary,111,Ceinture de sécurité,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,112,Support clamps,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,113,Ens. Stowage latéral,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,114,Ens. Palette optimisée,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,115,Ensemble porte,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,requires_certificate_or_routing,T4=MISSING > T3=MISSING > T2=MISSING > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=MISSING/UNMAPPED > T2=MISSING/UNMAPPED > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T1;OEM,T1;OEM,T4;T3;T2,,requires_material_certificate;requires_material_certificate;accepted_internalized_process,3,,,,MGA Villeneuve St Lot [baseline_primary],0,0,0,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,117,Ens. Tablette cocktail,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,118,Ens. Tablette repas,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,119,Ens. Têtière,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,120,Stowage assemblé avec porte,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=AmSafe > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
primary,121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,requires_bom_or_program_data,T4=Mitsubishi Chemical > T3=Aurubis > T2=Krohne > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Aurubis > T2=Krohne > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],,4,4,5,0,T4 alternates=3; T3 alternates=3; T2 alternates=4; validate qualification/capacity/share before stress-test activation
primary,122,Ens. Structure fixe,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,123,Ens. Structure fixe,Alu,aluminium,valid_with_internalized_process_bridge,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],4,3,0,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
primary,124,Ens. Structure fixe,caoutchouc,rubber_silicone,valid_but_upstream_not_switchable,T4=Halcyon Hevecam > T3=Toray Industries > T2=Ensinger > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T4=Halcyon Hevecam > T3=MISSING/UNMAPPED > T2=Ensinger > T1=MGA Villeneuve St Lot > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T2;T1;OEM,,T3,accepted_present_but_unpositioned,1,Halcyon Hevecam [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],MGA Villeneuve St Lot [baseline_primary],11,1,3,5,T4 alternates=10; T2 alternates=2; T1 alternates=4; validate qualification/capacity/share before stress-test activation
primary,125,Ens. Palette optimisée,Polychloroprene,rubber_silicone,valid_but_upstream_not_switchable,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=MISSING/UNMAPPED > T2=Ensinger > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T2;T1;OEM,,T3,accepted_present_but_unpositioned,1,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,1,3,3,T4 alternates=2; T2 alternates=2; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,126,Powerbox,powerbox,electronics_cots,requires_bom_or_program_data,T4=Mitsubishi Chemical > T3=Aurubis > T2=Krohne > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=Aurubis > T2=Krohne > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],,3,3,4,0,T4 alternates=2; T3 alternates=2; T2 alternates=3; validate qualification/capacity/share before stress-test activation
primary,128,Ens. Coque,Résine BR623 - composite,composite_titanium,requires_bom_or_program_data,T4=BASF > T3=Henkel > T2=Ensinger > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=BASF > T3=Henkel > T2=Ensinger > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,BASF [baseline_primary],Henkel [baseline_primary],Ensinger [baseline_primary],,1,2,5,0,T3 alternates=1; T2 alternates=4; validate qualification/capacity/share before stress-test activation
primary,129,Ens. Tablette repas,Silicone50 shore,rubber_silicone,valid_but_upstream_not_switchable,T4=MISSING > T3=Saint-Gobain > T2=Silicone Engineering > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=Saint-Gobain > T2=Silicone Engineering > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,Saint-Gobain [baseline_primary],Silicone Engineering [baseline_primary_inferred_after_review],ETS Gattefin [baseline_primary_inferred_after_review],0,3,2,4,T3 alternates=2; T2 alternates=1; T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,130,Remote extender unit,télécommande,electronics_cots,valid_but_upstream_not_switchable,T4=Mitsubishi Chemical > T3=Toray Industries > T2=Ensinger > T1=Thales > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical > T3=MISSING/UNMAPPED > T2=Ensinger > T1=Thales > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T2;T1;OEM,,T3,accepted_present_but_unpositioned,1,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],Thales [baseline_primary_inferred_after_review],4,4,3,1,T4 alternates=3; T3 alternates=3; T2 alternates=2; validate qualification/capacity/share before stress-test activation
