lever_id,lever_label,activity_name,exchange_name,exchange_type,database,location,unit,formula,baseline_amount,scenario_amount,delta_amount,abs_delta_amount,relative_delta_pct,parameter_count_in_formula,label
steel_inox,Acier / inox +10%,ENS Structure fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,elec_30nc6_SF/ 3.6+elec_ertalon_SF/3.6+elec_alu_SF/ 3.6+elec_f6_SF/3.6+inc_nylon_SF / 3.6+inc_f6_SF/3.6+inc_ertalon_SF/3.6+elec_al_2017_SF/ 3.6+elec_al_2024_SF/ 3.6+elec_al_5086_SF/ 3.6+elec_air_5086_SF / 3.6+elec_30ncd_SF/ 3.6+elec_inox_SF/ 3.6+elec_acier_SF/ 3.6+elec_nylon_SF/ 3.6+elec_z15_SF/ 3.6+elec_z10_SF/ 3.6,6.447553055556,6.4827275,0.035174444444,0.035174444444,0.5455,5,"ENS Structure fauteuil / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble tablette cocktail,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ETC_elec_nylon/3.6+ETC_inc_elec_nylon/ 3.6+etc_elec_acier/ 3.6+ETC_elec_al_2017/ 3.6+ETC_elec_al_2024/ 3.6+ETC_elec_inox/ 3.6,5.613955555556,5.647419444444,0.033463888889,0.033463888889,0.5961,2,"Ensemble tablette cocktail / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Support et clamps,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,sucla_inc_heat_nyl,0.304,0.3344,0.0304,0.0304,10.0,1,"Support et clamps / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
aluminium_material,Aluminium matiere +10%,Support ecran assemble,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,sea_pass_alu2017,0.301,0.3311,0.0301,0.0301,10.0,1,"Support ecran assemble / market for selective coat, stainless steel sheet, black chrome"
aluminium_material,Aluminium matiere +10%,Ensemble porte,"market for selective coat, aluminium sheet, nickel pigmented aluminium oxide",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,eporte_pass_alu,0.3,0.33,0.03,0.03,10.0,1,"Ensemble porte / market for selective coat, aluminium sheet, nickel pigmented aluminium oxide"
electricity,Electricite process +10%,Structure Ottoman horizontale,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,soh_elec_alu508/3.6+soh_elec_acier/3.6+soh_elec_ert/3.6,0.297925,0.3277175,0.0297925,0.0297925,10.0,3,"Structure Ottoman horizontale / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Structure Ottoman horizontale,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,soh_m_alu508-soh_eol_alu508,1.932,1.9032,-0.0288,0.0288,-1.4907,1,"Structure Ottoman horizontale / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Structure Ottoman horizontale,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,soh_eol_alu508,0.288,0.3168,0.0288,0.0288,10.0,1,"Structure Ottoman horizontale / treatment of aluminium scrap, new, at remelter"
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,market for polycarbonate,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_pc_f6_SF,0.278,0.3058,0.0278,0.0278,10.0,1,ENS Structure fauteuil / market for polycarbonate
aluminium_material,Aluminium matiere +10%,Ensemble equipement lateral,"market for compressed air, 1000 kPa gauge",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,eel_air_alu5086,0.275,0.3025,0.0275,0.0275,10.0,1,"Ensemble equipement lateral / market for compressed air, 1000 kPa gauge"
polymer_textile,Polymere / textile +10%,Ensemble tablette cocktail,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ETC_m_pa66_nylon,0.269,0.2959,0.0269,0.0269,10.0,1,Ensemble tablette cocktail / market for nylon 6-6
polymer_textile,Polymere / textile +10%,Stowage assemblé avec porte,"polyvinylchloride production, bulk polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_pvc_kyr,0.237,0.2607,0.0237,0.0237,10.0,1,"Stowage assemblé avec porte / polyvinylchloride production, bulk polymerisation"
aluminium_material,Aluminium matiere +10%,consommation passive siege pkm,"kerosene, production et combustion, 1tkm eq",technosphere,OPERA,GLO,unit,conso_standard_kero_pkm/alloc_masse_passager*1000,0.254446571429,0.231315064935,-0.023131506494,0.023131506494,-9.0909,1,"consommation passive siege pkm / kerosene, production et combustion, 1tkm eq"
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,elec_30nc6_SF/ 3.6+elec_ertalon_SF/3.6+elec_alu_SF/ 3.6+elec_f6_SF/3.6+inc_nylon_SF / 3.6+inc_f6_SF/3.6+inc_ertalon_SF/3.6+elec_al_2017_SF/ 3.6+elec_al_2024_SF/ 3.6+elec_al_5086_SF/ 3.6+elec_air_5086_SF / 3.6+elec_30ncd_SF/ 3.6+elec_inox_SF/ 3.6+elec_acier_SF/ 3.6+elec_nylon_SF/ 3.6+elec_z15_SF/ 3.6+elec_z10_SF/ 3.6,6.447553055556,6.469736388889,0.022183333333,0.022183333333,0.3441,4,"ENS Structure fauteuil / market for electricity, low voltage"
transport,Transport foreground +10%,"kerosene, production et combustion, 1tkm eq",market for kerosene,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,conso_standard_tkm,0.2142,0.23562,0.02142,0.02142,10.0,1,"kerosene, production et combustion, 1tkm eq / market for kerosene"
aluminium_material,Aluminium matiere +10%,Ensemble tablette repas,"market for selective coat, copper sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,etr_pass_alu2017,0.209,0.2299,0.0209,0.0209,10.0,1,"Ensemble tablette repas / market for selective coat, copper sheet, black chrome"
electricity,Electricite process +10%,Renfort tubulaire,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,RF_elec_alu6060/3.6+RF_elec_air_alu6060/3.6+RF_elec_alu5086/3.6+RF_elec_air_alu5086/3.6+RF_elec_acier/3.6,0.20675,0.227425,0.020675,0.020675,10.0,5,"Renfort tubulaire / market for electricity, low voltage"
packaging,Packaging +10%,Ensemble structure fixe,market for EUR-flat pallet,technosphere,ecoinvent-3.10-cutoff,RER,unit,esfi_pallet_pack/24.7665,0.201885611612,0.222074172774,0.020188561161,0.020188561161,10.0,1,Ensemble structure fixe / market for EUR-flat pallet
end_of_life,Fin de vie / recyclage +10%,Renfort tubulaire,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,RF_m_alu6060+RF_m_alu5086-RF_eol_alu6060-RF_eol_alu5086,1.3366,1.31666,-0.01994,0.01994,-1.4918,2,"Renfort tubulaire / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Renfort tubulaire,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,RF_eol_alu6060+RF_eol_alu5086,0.1994,0.21934,0.01994,0.01994,10.0,2,"Renfort tubulaire / treatment of aluminium scrap, new, at remelter"
aluminium_material,Aluminium matiere +10%,Accoudoir allee,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,aa_pass_alu2017,0.197,0.2167,0.0197,0.0197,10.0,1,"Accoudoir allee / market for selective coat, stainless steel sheet, black chrome"
aluminium_material,Aluminium matiere +10%,Stowage assemblé avec porte,"market for selective coat, stainless steel sheet, black chrome",technosphere,ecoinvent-3.10-cutoff,GLO,square meter,sto_pass_alu2017,0.197,0.2167,0.0197,0.0197,10.0,1,"Stowage assemblé avec porte / market for selective coat, stainless steel sheet, black chrome"
aluminium_material,Aluminium matiere +10%,Manchette equipee,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,me_m_al5086-me_eol_al5086,0.1706,0.1902,0.0196,0.0196,11.4889,1,"Manchette equipee / market for aluminium, primary, ingot"
aluminium_material,Aluminium matiere +10%,Stowage assemblé avec porte,"compressed air production, 700 kPa gauge, >30kW, average generation",technosphere,ecoinvent-3.10-cutoff,RoW,cubic meter,sto_air_alu2056,0.186,0.2046,0.0186,0.0186,10.0,1,"Stowage assemblé avec porte / compressed air production, 700 kPa gauge, >30kW, average generation"
polymer_textile,Polymere / textile +10%,Coussin tetiere,market for wood wool,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_tet_tissu,0.181,0.1991,0.0181,0.0181,10.0,1,Coussin tetiere / market for wood wool
polymer_textile,Polymere / textile +10%,Ensemble tetiere,market for wood wool,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ET_m_tissu,0.181,0.1991,0.0181,0.0181,10.0,1,Ensemble tetiere / market for wood wool
polymer_textile,Polymere / textile +10%,Ceinture de securite,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ceint_m_pa66_nyl,0.18,0.198,0.018,0.018,10.0,1,Ceinture de securite / market for nylon 6-6
end_of_life,Fin de vie / recyclage +10%,Ensemble structure fixe,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,esfi_eol_inox+esfi_eol_acier+esfi_eol_35nc6,0.17367,0.191037,0.017367,0.017367,10.0,3,Ensemble structure fixe / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ensemble structure fixe,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-esfi_eol_inox+esfi_m_acier-esfi_eol_acier-esfi_eol_35nc6+esfi_m_35nc6,1.42823,1.410863,-0.017367,0.017367,-1.216,3,"Ensemble structure fixe / steel production, converter, low-alloyed"
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,"market for nylon 6, glass-filled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_pa6_ertalon_SF,0.164,0.1804,0.0164,0.0164,10.0,1,"ENS Structure fauteuil / market for nylon 6, glass-filled"
polymer_textile,Polymere / textile +10%,Bumper version porte,market for polycarbonate,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,bvp_m_pc_copo,0.159,0.1749,0.0159,0.0159,10.0,1,Bumper version porte / market for polycarbonate
end_of_life,Fin de vie / recyclage +10%,Habillage sous fauteuil,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,hsf_m_alu5086-hsf_eol_alu5086,1.036,1.0206,-0.0154,0.0154,-1.4865,1,"Habillage sous fauteuil / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Habillage sous fauteuil,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,-hsf_eol_alu5086,-0.154,-0.1694,-0.0154,0.0154,10.0,1,"Habillage sous fauteuil / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Habillage sous fauteuil,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,hsf_eol_alu5086,0.154,0.1694,0.0154,0.0154,10.0,1,"Habillage sous fauteuil / treatment of aluminium scrap, new, at remelter"
end_of_life,Fin de vie / recyclage +10%,Lightning,"market for wastewater, average",technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,cubic meter,light_waste_wat_pe,0.15,0.165,0.015,0.015,10.0,1,"Lightning / market for wastewater, average"
packaging,Packaging +10%,Bumper version porte,"market for carton board box production, with gravure printing",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,bvp_m_box_pack,0.15,0.165,0.015,0.015,10.0,1,"Bumper version porte / market for carton board box production, with gravure printing"
packaging,Packaging +10%,Coussin tetiere,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_tet_box_pack,0.15,0.165,0.015,0.015,10.0,1,Coussin tetiere / folding boxboard carton production
packaging,Packaging +10%,Lightning,"market for wastewater, average",technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,cubic meter,light_waste_wat_pe,0.15,0.165,0.015,0.015,10.0,1,"Lightning / market for wastewater, average"
packaging,Packaging +10%,ecran seat,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,ecran_pe_pack,0.15,0.165,0.015,0.015,10.0,1,"ecran seat / market for packaging film, low density polyethylene"
aluminium_material,Aluminium matiere +10%,Structure Ottoman horizontale,"market for compressed air, 1000 kPa gauge",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,soh_air_alu508,0.146,0.1606,0.0146,0.0146,10.0,1,"Structure Ottoman horizontale / market for compressed air, 1000 kPa gauge"
steel_inox,Acier / inox +10%,Ensemble structure fixe,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,esfi_eol_inox+esfi_eol_acier+esfi_eol_35nc6,0.17367,0.188137,0.014467,0.014467,8.3302,2,Ensemble structure fixe / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,market for polycarbonate,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pc_plast,-0.137,-0.1507,-0.0137,0.0137,10.0,1,Recyclage siege / market for polycarbonate
polymer_textile,Polymere / textile +10%,Recyclage siege,market for polycarbonate,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pc_plast,-0.137,-0.1507,-0.0137,0.0137,10.0,1,Recyclage siege / market for polycarbonate
aluminium_material,Aluminium matiere +10%,Support manchette equipee,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,sme_m_alu5086-sme_eol_alu5086,0.1175,0.131,0.0135,0.0135,11.4894,1,"Support manchette equipee / market for aluminium, primary, ingot"
steel_inox,Acier / inox +10%,Ensemble structure fixe,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,esfi_elec_alu/3.6+esfi_elec_inox/3.6+esfi_elec_acier/3.6+esfi_elec_35nc6/3.6+esfi_elec_nyl/3.6,1.671088888889,1.684051111111,0.012962222222,0.012962222222,0.7757,2,"Ensemble structure fixe / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Support et clamps,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,sucla_eol_acier,0.127,0.1397,0.0127,0.0127,10.0,1,Support et clamps / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Support et clamps,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-sucla_eol_acier+sucla_m_acier,1.283,1.2703,-0.0127,0.0127,-0.9899,1,"Support et clamps / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Support et clamps,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,sucla_eol_acier,0.127,0.1397,0.0127,0.0127,10.0,1,Support et clamps / market for scrap steel
polymer_textile,Polymere / textile +10%,Coussin tetiere,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_tet_m_pu+c_tet_m_pu_vel+c_tet_m_pu_velcro,0.126,0.1386,0.0126,0.0126,10.0,3,"Coussin tetiere / market for polyurethane, flexible foam"
aluminium_material,Aluminium matiere +10%,Manchette acc mobile,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,mam_m_alu5086-mam_eol_alu5086+mam_m_alu-mam_eol_alu,0.1063031,0.1185131,0.01221,0.01221,11.486,2,"Manchette acc mobile / market for aluminium, primary, ingot"
steel_inox,Acier / inox +10%,Support et clamps,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sucla_elec_acier/3.6+sucla_elec_nyl/3.6,1.719722222222,1.731138888889,0.011416666667,0.011416666667,0.6639,1,"Support et clamps / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble tablette cocktail,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,ETC_eol_inox+etc_scrap_steel,0.11319,0.124509,0.011319,0.011319,10.0,2,Ensemble tablette cocktail / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ensemble tablette cocktail,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_ss_z1_SF+m_steel_30nc6_SF+m_ss_z15_SF-ETC_eol_inox-etc_scrap_steel+m_steel_30ncd_SF,3.96721,3.955891,-0.011319,0.011319,-0.2853,2,"Ensemble tablette cocktail / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Ensemble tablette cocktail,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,ETC_eol_inox+etc_scrap_steel,0.11319,0.124509,0.011319,0.011319,10.0,2,Ensemble tablette cocktail / market for scrap steel
packaging,Packaging +10%,Capot NFC,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,cnfc_box_pack,0.113,0.1243,0.0113,0.0113,10.0,1,Capot NFC / folding boxboard carton production
packaging,Packaging +10%,Support NFC,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,snfc_box_pack,0.113,0.1243,0.0113,0.0113,10.0,1,Support NFC / folding boxboard carton production
packaging,Packaging +10%,Support manchette equipee,folding boxboard carton production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sme_box_pack,0.113,0.1243,0.0113,0.0113,10.0,1,Support manchette equipee / folding boxboard carton production
steel_inox,Acier / inox +10%,Ensemble equipement lateral,"steel production, electric, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RoW,kilogram,eel_m_acier,0.11,0.121,0.011,0.011,10.0,1,"Ensemble equipement lateral / steel production, electric, low-alloyed"
steel_inox,Acier / inox +10%,Stowage assemblé avec porte,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_acier-sto_eol_35NC-sto_eol_inox-sto_eol_acier+sto_m_35NC,0.1024518,0.11269698,0.01024518,0.01024518,10.0,5,"Stowage assemblé avec porte / steel production, converter, low-alloyed"
end_of_life,Fin de vie / recyclage +10%,ENS Structure fauteuil,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,energy_val_nylon_SF+en_valo_f6_SF+en_valo_ertalon_SF,0.10544,0.11568,0.01024,0.01024,9.7117,2,"ENS Structure fauteuil / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
steel_inox,Acier / inox +10%,Ensemble tablette cocktail,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ETC_elec_nylon/3.6+ETC_inc_elec_nylon/ 3.6+etc_elec_acier/ 3.6+ETC_elec_al_2017/ 3.6+ETC_elec_al_2024/ 3.6+ETC_elec_inox/ 3.6,5.613955555556,5.624145555556,0.01019,0.01019,0.1815,2,"Ensemble tablette cocktail / market for electricity, low voltage"
aluminium_material,Aluminium matiere +10%,Renfort tubulaire,"market for compressed air, 1000 kPa gauge",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,RF_air_alu6060+RF_air_alu5086,0.1011,0.11121,0.01011,0.01011,10.0,2,"Renfort tubulaire / market for compressed air, 1000 kPa gauge"
packaging,Packaging +10%,Renfort tubulaire,market for EUR-flat pallet,technosphere,ecoinvent-3.10-cutoff,RER,unit,RF_m_pallet_pack/24.7665,0.100942805806,0.111037086387,0.010094280581,0.010094280581,10.0,1,Renfort tubulaire / market for EUR-flat pallet
packaging,Packaging +10%,Brackets set,"packaging film production, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,bras_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"Brackets set / packaging film production, low density polyethylene"
packaging,Packaging +10%,Lightning,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,light_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"Lightning / market for packaging film, low density polyethylene"
packaging,Packaging +10%,SFCU,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,SFCU_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"SFCU / market for packaging film, low density polyethylene"
packaging,Packaging +10%,Seat power,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,pow_pe_psu,0.1,0.11,0.01,0.01,10.0,1,"Seat power / market for packaging film, low density polyethylene"
packaging,Packaging +10%,commande actionnement ECU,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,cae_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"commande actionnement ECU / market for packaging film, low density polyethylene"
packaging,Packaging +10%,remote extender unit,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,reunit_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"remote extender unit / market for packaging film, low density polyethylene"
packaging,Packaging +10%,support ecran,"packaging film production, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,supp_ecran_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"support ecran / packaging film production, low density polyethylene"
packaging,Packaging +10%,systeme IFE boitier,"market for packaging film, low density polyethylene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,sifeb_pe_pack,0.1,0.11,0.01,0.01,10.0,1,"systeme IFE boitier / market for packaging film, low density polyethylene"
electricity,Electricite process +10%,Habillage sous fauteuil,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,hsf_elec_alu5086/3.6,0.096111111111,0.105722222222,0.009611111111,0.009611111111,10.0,1,"Habillage sous fauteuil / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pa66_plast,-0.093,-0.1023,-0.0093,0.0093,10.0,1,Recyclage siege / market for nylon 6-6
polymer_textile,Polymere / textile +10%,Recyclage siege,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-recy_pa66_plast,-0.093,-0.1023,-0.0093,0.0093,10.0,1,Recyclage siege / market for nylon 6-6
packaging,Packaging +10%,Ceinture de securite,"polyethylene production, low density, granulate",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ceint_pe_pack,0.09,0.099,0.009,0.009,10.0,1,"Ceinture de securite / polyethylene production, low density, granulate"
packaging,Packaging +10%,Accoudoir allee,market for plywood,technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,aa_m_ply_pack,0.089,0.0979,0.0089,0.0089,10.0,1,Accoudoir allee / market for plywood
packaging,Packaging +10%,Coussin Ottoman,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_ott_pap_box,0.08,0.088,0.008,0.008,10.0,1,Coussin Ottoman / market for kraft paper
packaging,Packaging +10%,Ensemble coussin dossier,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdo_pap_pack,0.08,0.088,0.008,0.008,10.0,1,Ensemble coussin dossier / market for kraft paper
packaging,Packaging +10%,Ensemble coussin dossier version tetiere,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdvt_pap_pack,0.08,0.088,0.008,0.008,10.0,1,Ensemble coussin dossier version tetiere / market for kraft paper
packaging,Packaging +10%,Ensemble stowage lateral,market for plywood,technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,esl_m_ply_pack,0.079,0.0869,0.0079,0.0079,10.0,1,Ensemble stowage lateral / market for plywood
aluminium_material,Aluminium matiere +10%,Habillage sous fauteuil,"compressed air production, 700 kPa gauge, >30kW, average generation",technosphere,ecoinvent-3.10-cutoff,RoW,cubic meter,hsf_air_alu5086,0.078,0.0858,0.0078,0.0078,10.0,1,"Habillage sous fauteuil / compressed air production, 700 kPa gauge, >30kW, average generation"
end_of_life,Fin de vie / recyclage +10%,Accoudoir allee,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,aa_eol_acier+aa_eol_inox+aa_eol_30ncd6,0.07476,0.082236,0.007476,0.007476,10.0,3,Accoudoir allee / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Accoudoir allee,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-aa_eol_inox-aa_eol_acier+aa_m_acier+aa_m_30ncd6-aa_eol_30ncd6,0.73494,0.727464,-0.007476,0.007476,-1.0172,3,"Accoudoir allee / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Accoudoir allee,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,aa_eol_acier+aa_eol_inox+aa_eol_30ncd6,0.07476,0.082236,0.007476,0.007476,10.0,3,Accoudoir allee / market for scrap steel
packaging,Packaging +10%,Ensemble coussin assise,market for kraft paper,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecas_pap_pack,0.0725,0.07975,0.00725,0.00725,10.0,1,Ensemble coussin assise / market for kraft paper
polymer_textile,Polymere / textile +10%,Capot NFC,"polyvinylchloride production, suspension polymerisation",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,cnfc_pvc_kyr,0.0725,0.07975,0.00725,0.00725,10.0,1,"Capot NFC / polyvinylchloride production, suspension polymerisation"
end_of_life,Fin de vie / recyclage +10%,Ceinture de securite,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,ceint_eol_acier,0.0713,0.07843,0.00713,0.00713,10.0,1,Ceinture de securite / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ceinture de securite,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-ceint_eol_acier+ceint_m_acier,0.7197,0.71257,-0.00713,0.00713,-0.9907,1,"Ceinture de securite / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Ceinture de securite,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,ceint_eol_acier,0.0713,0.07843,0.00713,0.00713,10.0,1,Ceinture de securite / market for scrap steel
packaging,Packaging +10%,Ensemble tablette cocktail,market for plywood,technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,ETC_plywood_pack,0.0712,0.07832,0.00712,0.00712,10.0,1,Ensemble tablette cocktail / market for plywood
steel_inox,Acier / inox +10%,Accoudoir allee,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,aa_elec_alu2017/3.6+aa_inc_elec_ert/3.6+aa_elec_alu5086/3.6+aa_elec_alu/3.6+aa_elec_acier/3.6+aa_elec_inox/3.6+aa_elec_30ncd6/3.6+aa_elec_ert/3.6,1.190980555556,1.197686944444,0.006706388889,0.006706388889,0.5631,3,"Accoudoir allee / market for electricity, low voltage"
steel_inox,Acier / inox +10%,Structure Ottoman horizontale,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-soh_eol_acier+soh_m_acier,0.0666,0.07326,0.00666,0.00666,10.0,2,"Structure Ottoman horizontale / steel production, converter, low-alloyed"
