site_uid,supplier,roles,country_code,world_region,weather_profile,month_index,allocated_mass_kg,env_event_types,transport_event_types,source_driver_types,source_environmental_event_ids,source_transport_flow_uids,capacity_applied,lead_time_multiplier,scrap_multiplier,inbound_delay_multiplier,outbound_delay_multiplier,inbound_maritime_risk,outbound_maritime_risk,disruption_index,service_proxy_pct,operational_event_labels,source_link_count
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,39,3.365,cold,none,env:cold,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:039:cold",,0.9986,1.0023,1.0006,1.0,1.0,0.0,0.0,0.0193,99.57,froid_transport_ou_site|overtime_energetique,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,40,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,41,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,42,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:042:storm",,0.9876,1.0235,1.0025,1.0,1.0,0.0,0.0,0.0619,96.25,maintenance_corrective_meteo,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,43,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,44,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,45,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,46,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,47,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,48,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,49,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,50,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,51,3.365,cold,none,env:cold,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:051:cold",,0.9996,1.0006,1.0002,1.0,1.0,0.0,0.0,0.0053,99.88,froid_transport_ou_site|overtime_energetique,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,52,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,53,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,54,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,55,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,56,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,57,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,58,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,59,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,60,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,61,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,62,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:062:storm",,0.9885,1.0219,1.0023,1.0,1.0,0.0,0.0,0.0577,96.51,maintenance_corrective_meteo,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,63,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:063:storm",,0.9268,1.1391,1.0146,1.0,1.0,0.0,0.0,0.3661,80.19,capacite_meteo_degradee|maintenance_corrective_meteo|retard_approvisionnement,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,64,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,65,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,66,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,67,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,68,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,69,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,70,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,71,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,72,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,73,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,74,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,75,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,76,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:076:storm",,0.937,1.1196,1.0126,1.0,1.0,0.0,0.0,0.3148,82.65,capacite_meteo_degradee|maintenance_corrective_meteo|retard_approvisionnement,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,77,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:077:storm",,0.9941,1.0112,1.0012,1.0,1.0,0.0,0.0,0.0294,98.19,maintenance_corrective_meteo,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,78,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,79,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,80,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,81,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,82,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,83,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,84,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,85,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,86,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,87,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,88,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,89,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,90,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:090:storm",,0.9971,1.0056,1.0006,1.0,1.0,0.0,0.0,0.0147,99.1,maintenance_corrective_meteo,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,91,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,92,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,93,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,94,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,95,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,96,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,97,3.365,storm,none,env:storm,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858:097:storm",,0.9578,1.0802,1.0084,1.0,1.0,0.0,0.0,0.211,87.93,capacite_meteo_degradee|maintenance_corrective_meteo|retard_approvisionnement,1
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,98,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,99,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,100,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,101,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,102,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,103,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,104,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,105,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,106,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,107,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",TE Connectivity - COTS electronics subassembly/PCB package,T3,FR,Europe,temperate_oceanic,108,3.365,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
