flow_uid,edge,from_site_uid,to_site_uid,from_name,to_name,from_country_code,to_country_code,from_region,to_region,route_region,distance_km,allocated_mass_kg,allocated_kg_km,month_index,climate_progress,warming_delta_c,maritime_hazard_intensification_factor,maritime_storm_factor,maritime_hurricane_factor,maritime_cold_factor,maritime_storm,maritime_hurricane,maritime_cold,maritime_monsoon,maritime_risk_index,delay_multiplier,capacity_multiplier
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,87,0.359833,0.7916,1.0965,1.108,1.1389,1.0309,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,88,0.364017,0.8008,1.0978,1.1095,1.1408,1.0313,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,89,0.368201,0.81,1.099,1.1109,1.1426,1.0317,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,90,0.372385,0.8192,1.1003,1.1124,1.1445,1.0321,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,91,0.376569,0.8285,1.1016,1.1138,1.1464,1.0325,0.1226,0.0,0.0,0.3503,0.3503,1.0904,0.9665
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,92,0.380753,0.8377,1.1029,1.1153,1.1482,1.0329,0.5406,0.0,0.0,0.3637,0.5406,1.2096,0.9115
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,93,0.384937,0.8469,1.1042,1.1168,1.1501,1.0334,0.7157,0.0,0.0,0.1802,0.7157,1.2292,0.8979
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,94,0.389121,0.8561,1.1055,1.1182,1.152,1.0338,0.379,0.0191,0.0,0.0,0.379,1.1166,0.9465
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,95,0.393305,0.8653,1.1069,1.1197,1.1539,1.0342,0.1249,0.1922,0.0,0.0,0.1922,1.1407,0.9415
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,96,0.39749,0.8745,1.1082,1.1211,1.1558,1.0346,0.0944,0.1452,0.0,0.0,0.1452,1.1063,0.9558
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,97,0.401674,0.8837,1.1095,1.1226,1.1576,1.035,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,98,0.405858,0.8929,1.1108,1.1241,1.1595,1.0355,0.0014,0.0,0.0052,0.0,0.0052,1.0015,0.9994
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,99,0.410042,0.9021,1.1121,1.1256,1.1614,1.0359,0.0031,0.0,0.0112,0.0,0.0112,1.0034,0.9987
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,100,0.414226,0.9113,1.1134,1.127,1.1633,1.0363,0.1338,0.0,0.0,0.0,0.1338,1.0375,0.9826
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,101,0.41841,0.9205,1.1147,1.1285,1.1652,1.0367,0.606,0.0,0.0,0.0,0.606,1.1697,0.9212
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,102,0.422594,0.9297,1.1161,1.13,1.1671,1.0371,0.5759,0.0,0.0,0.0,0.5759,1.1613,0.9251
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,103,0.426778,0.9389,1.1174,1.1315,1.169,1.0376,0.0577,0.0,0.0,0.0,0.0577,1.0161,0.9925
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,104,0.430962,0.9481,1.1187,1.1329,1.1709,1.038,0.0558,0.0,0.0,0.1596,0.1596,1.0412,0.9848
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,105,0.435146,0.9573,1.12,1.1344,1.1728,1.0384,0.0588,0.0,0.0,0.1681,0.1681,1.0434,0.9839
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,106,0.439331,0.9665,1.1214,1.1359,1.1748,1.0388,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,107,0.443515,0.9757,1.1227,1.1374,1.1767,1.0393,0.094,0.1446,0.0,0.0,0.1446,1.1058,0.956
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,108,0.447699,0.9849,1.124,1.1389,1.1786,1.0397,0.0911,0.1377,0.0058,0.0,0.1377,1.1025,0.9574
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,109,0.451883,0.9941,1.1254,1.1404,1.1805,1.0401,0.4412,0.0,0.0343,0.0,0.4412,1.1311,0.9399
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,110,0.456067,1.0033,1.1267,1.1419,1.1824,1.0405,0.6744,0.0,0.0271,0.0,0.6744,1.1948,0.9102
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,111,0.460251,1.0126,1.128,1.1434,1.1844,1.041,0.3673,0.0,0.0084,0.0,0.3673,1.1047,0.9516
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,112,0.464435,1.0218,1.1294,1.1449,1.1863,1.0414,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,113,0.468619,1.031,1.1307,1.1464,1.1882,1.0418,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,114,0.472803,1.0402,1.132,1.1479,1.1901,1.0423,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,115,0.476987,1.0494,1.1334,1.1494,1.1921,1.0427,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,116,0.481172,1.0586,1.1347,1.1509,1.194,1.0431,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,117,0.485356,1.0678,1.1361,1.1524,1.196,1.0435,0.1614,0.0,0.0,0.0352,0.1614,1.0508,0.9773
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,118,0.48954,1.077,1.1374,1.1539,1.1979,1.044,0.6242,0.0,0.0,0.0,0.6242,1.1748,0.9189
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,119,0.493724,1.0862,1.1388,1.1554,1.1999,1.0444,0.6433,0.0875,0.0116,0.0,0.6433,1.2308,0.8962
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,120,0.497908,1.0954,1.1401,1.157,1.2018,1.0448,0.1344,0.1243,0.0271,0.0,0.1344,1.1119,0.953
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,121,0.502092,1.1046,1.1415,1.1585,1.2038,1.0453,0.0069,0.0,0.0247,0.0,0.0247,1.0074,0.9971
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,122,0.506276,1.1138,1.1429,1.16,1.2057,1.0457,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,123,0.51046,1.123,1.1442,1.1615,1.2077,1.0461,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,124,0.514644,1.1322,1.1456,1.163,1.2096,1.0466,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,125,0.518828,1.1414,1.1469,1.1646,1.2116,1.047,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,126,0.523013,1.1506,1.1483,1.1661,1.2136,1.0475,0.4504,0.0,0.0,0.0,0.4504,1.1261,0.9415
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,127,0.527197,1.1598,1.1497,1.1676,1.2155,1.0479,0.681,0.0,0.0,0.0,0.681,1.1907,0.9115
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,128,0.531381,1.169,1.151,1.1692,1.2175,1.0483,0.363,0.0,0.0,0.0,0.363,1.1016,0.9528
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,129,0.535565,1.1782,1.1524,1.1707,1.2195,1.0488,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,130,0.539749,1.1874,1.1538,1.1722,1.2214,1.0492,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,131,0.543933,1.1967,1.1551,1.1738,1.2234,1.0496,0.0167,0.0222,0.008,0.0,0.0222,1.0187,0.9923
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,132,0.548117,1.2059,1.1565,1.1753,1.2254,1.0501,0.0683,0.1051,0.0,0.0,0.1051,1.0769,0.968
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,133,0.552301,1.2151,1.1579,1.1768,1.2274,1.0505,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,134,0.556485,1.2243,1.1593,1.1784,1.2293,1.051,0.165,0.0,0.0,0.0,0.165,1.0462,0.9785
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,135,0.560669,1.2335,1.1606,1.1799,1.2313,1.0514,0.6426,0.0,0.0,0.0,0.6426,1.1799,0.9165
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,136,0.564854,1.2427,1.162,1.1815,1.2333,1.0518,0.5902,0.0,0.0,0.0,0.5902,1.1653,0.9233
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,137,0.569038,1.2519,1.1634,1.183,1.2353,1.0523,0.0336,0.0,0.0,0.0,0.0336,1.0094,0.9956
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,138,0.573222,1.2611,1.1648,1.1846,1.2373,1.0527,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,139,0.577406,1.2703,1.1662,1.1861,1.2393,1.0532,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,140,0.58159,1.2795,1.1676,1.1877,1.2413,1.0536,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,141,0.585774,1.2887,1.1689,1.1892,1.2433,1.0541,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,142,0.589958,1.2979,1.1703,1.1908,1.2453,1.0545,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,143,0.594142,1.3071,1.1717,1.1923,1.2473,1.055,0.4696,0.0,0.0,0.0,0.4696,1.1315,0.939
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,144,0.598326,1.3163,1.1731,1.1939,1.2493,1.0554,0.7476,0.0804,0.0,0.0,0.7476,1.2535,0.8851
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,145,0.60251,1.3255,1.1745,1.1954,1.2513,1.0558,0.3605,0.0,0.0,0.0,0.3605,1.1009,0.9531
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,146,0.606695,1.3347,1.1759,1.197,1.2533,1.0563,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,147,0.610879,1.3439,1.1773,1.1986,1.2553,1.0567,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,148,0.615063,1.3531,1.1787,1.2001,1.2573,1.0572,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,149,0.619247,1.3623,1.1801,1.2017,1.2593,1.0576,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45afe1d0db393fce,T4->T3,"basf@@basf@49.481,8.435","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",BASF,"Zhejiang Yuxin Textile Co.,Ltd.",DE,CN,Europe,East Asia,Indian Ocean / Suez,8876.9,0.078,692.4,150,0.623431,1.3715,1.1815,1.2033,1.2613,1.0581,0.0,0.0,0.0,0.0,0.0,1.0,1.0
