policy_name,policy_label,same_week_service_pct,fill_rate_pct,final_backlog_units,peak_backlog_units,total_cost,classical_total_kgCO2e,time_dependent_dlca_total_kgCO2e,dynamic_total_kgCO2e,sddlca_total_kgCO2e,hidden_carbon_vs_td_dlca,hidden_carbon_vs_dynamic,hidden_carbon_vs_classical
rt60_rr34_fg24_bq12_air1_3_std,RT60 RR34 FG24 BQ12 Air1/3 STD,95.09,100.0,0.0,27.11,53567.91,19933.0,19754.66,19754.66,23465.93,3711.27,3711.27,3532.93
rt60_rr34_fg24_bq12_air1_3_ca,RT60 RR34 FG24 BQ12 Air1/3 CA,92.98,99.79,1.44,40.55,59649.56,19581.83,19371.12,19371.12,23287.85,3916.73,3916.73,3706.03
rt60_rr34_fg24_bq12_air3_6_std,RT60 RR34 FG24 BQ12 Air3/6 STD,95.09,100.0,0.0,27.11,53328.91,19928.9,19751.21,19751.21,23352.42,3601.21,3601.21,3423.52
rt60_rr34_fg24_bq12_air3_6_ca,RT60 RR34 FG24 BQ12 Air3/6 CA,92.98,99.79,1.44,40.55,59649.56,19581.83,19371.12,19371.12,23287.85,3916.73,3916.73,3706.03
rt60_rr34_fg24_bq12_air5_8_std,RT60 RR34 FG24 BQ12 Air5/8 STD,95.09,100.0,0.0,27.11,53077.81,19924.76,19747.25,19747.25,23230.38,3483.13,3483.13,3305.62
rt60_rr34_fg24_bq12_air5_8_ca,RT60 RR34 FG24 BQ12 Air5/8 CA,92.98,99.79,1.44,40.55,59649.56,19581.83,19371.12,19371.12,23287.85,3916.73,3916.73,3706.03
rt60_rr34_fg24_bq12_air8_12_std,RT60 RR34 FG24 BQ12 Air8/12 STD,95.09,100.0,0.0,27.11,52836.36,19920.63,19741.44,19741.44,23109.93,3368.49,3368.49,3189.31
rt60_rr34_fg24_bq12_air8_12_ca,RT60 RR34 FG24 BQ12 Air8/12 CA,93.03,99.84,1.11,40.22,59109.66,19587.52,19376.66,19376.66,23095.76,3719.1,3719.1,3508.24
rt60_rr34_fg24_bq14_air1_3_std,RT60 RR34 FG24 BQ14 Air1/3 STD,95.08,100.0,0.0,27.11,53658.12,19933.34,19755.0,19755.0,23490.85,3735.85,3735.85,3557.5
rt60_rr34_fg24_bq14_air1_3_ca,RT60 RR34 FG24 BQ14 Air1/3 CA,92.97,99.79,1.44,40.56,59739.56,19582.14,19371.43,19371.43,23312.72,3941.29,3941.29,3730.59
rt60_rr34_fg24_bq14_air3_6_std,RT60 RR34 FG24 BQ14 Air3/6 STD,95.08,100.0,0.0,27.12,53420.28,19929.25,19751.55,19751.55,23377.76,3626.21,3626.21,3448.51
rt60_rr34_fg24_bq14_air3_6_ca,RT60 RR34 FG24 BQ14 Air3/6 CA,92.97,99.79,1.44,40.56,59739.56,19582.14,19371.43,19371.43,23312.72,3941.29,3941.29,3730.59
rt60_rr34_fg24_bq14_air5_8_std,RT60 RR34 FG24 BQ14 Air5/8 STD,95.08,100.0,0.0,27.12,53169.12,19925.11,19747.59,19747.59,23255.7,3508.1,3508.1,3330.58
rt60_rr34_fg24_bq14_air5_8_ca,RT60 RR34 FG24 BQ14 Air5/8 CA,92.97,99.79,1.44,40.56,59739.56,19582.14,19371.43,19371.43,23312.72,3941.29,3941.29,3730.59
rt60_rr34_fg24_bq14_air8_12_std,RT60 RR34 FG24 BQ14 Air8/12 STD,95.08,100.0,0.0,27.12,52927.7,19920.98,19741.79,19741.79,23135.27,3393.48,3393.48,3214.29
rt60_rr34_fg24_bq14_air8_12_ca,RT60 RR34 FG24 BQ14 Air8/12 CA,93.02,99.83,1.11,40.23,59199.58,19587.83,19376.96,19376.96,23120.59,3743.63,3743.63,3532.77
rt60_rr34_fg24_bq16_air1_3_std,RT60 RR34 FG24 BQ16 Air1/3 STD,95.07,100.0,0.0,27.12,53748.33,19933.69,19755.34,19755.34,23515.76,3760.43,3760.43,3582.08
rt60_rr34_fg24_bq16_air1_3_ca,RT60 RR34 FG24 BQ16 Air1/3 CA,92.96,99.79,1.44,40.56,59829.98,19582.48,19371.77,19371.77,23337.63,3965.86,3965.86,3755.15
rt60_rr34_fg24_bq16_air3_6_std,RT60 RR34 FG24 BQ16 Air3/6 STD,95.07,100.0,0.0,27.12,53511.65,19929.6,19751.9,19751.9,23403.1,3651.21,3651.21,3473.51
rt60_rr34_fg24_bq16_air3_6_ca,RT60 RR34 FG24 BQ16 Air3/6 CA,92.96,99.79,1.44,40.56,59829.98,19582.48,19371.77,19371.77,23337.63,3965.86,3965.86,3755.15
rt60_rr34_fg24_bq16_air5_8_std,RT60 RR34 FG24 BQ16 Air5/8 STD,95.07,100.0,0.0,27.12,53260.42,19925.46,19747.94,19747.94,23281.01,3533.08,3533.08,3355.55
rt60_rr34_fg24_bq16_air5_8_ca,RT60 RR34 FG24 BQ16 Air5/8 CA,92.96,99.79,1.44,40.56,59829.98,19582.48,19371.77,19371.77,23337.63,3965.86,3965.86,3755.15
rt60_rr34_fg24_bq16_air8_12_std,RT60 RR34 FG24 BQ16 Air8/12 STD,95.07,100.0,0.0,27.12,53019.04,19921.33,19742.13,19742.13,23160.6,3418.47,3418.47,3239.28
rt60_rr34_fg24_bq16_air8_12_ca,RT60 RR34 FG24 BQ16 Air8/12 CA,93.01,99.83,1.11,40.23,59289.91,19588.17,19377.3,19377.3,23145.46,3768.16,3768.16,3557.29
rt68_rr22_fg12_bq10_air1_3_std,RT68 RR22 FG12 BQ10 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq10_air1_3_ca,RT68 RR22 FG12 BQ10 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr22_fg12_bq10_air3_6_std,RT68 RR22 FG12 BQ10 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq10_air3_6_ca,RT68 RR22 FG12 BQ10 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr22_fg12_bq10_air5_8_std,RT68 RR22 FG12 BQ10 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr22_fg12_bq10_air5_8_ca,RT68 RR22 FG12 BQ10 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr22_fg12_bq10_air8_12_std,RT68 RR22 FG12 BQ10 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr22_fg12_bq10_air8_12_ca,RT68 RR22 FG12 BQ10 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr22_fg12_bq12_air1_3_std,RT68 RR22 FG12 BQ12 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq12_air1_3_ca,RT68 RR22 FG12 BQ12 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr22_fg12_bq12_air3_6_std,RT68 RR22 FG12 BQ12 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq12_air3_6_ca,RT68 RR22 FG12 BQ12 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr22_fg12_bq12_air5_8_std,RT68 RR22 FG12 BQ12 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr22_fg12_bq12_air5_8_ca,RT68 RR22 FG12 BQ12 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr22_fg12_bq12_air8_12_std,RT68 RR22 FG12 BQ12 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr22_fg12_bq12_air8_12_ca,RT68 RR22 FG12 BQ12 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr22_fg12_bq14_air1_3_std,RT68 RR22 FG12 BQ14 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq14_air1_3_ca,RT68 RR22 FG12 BQ14 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr22_fg12_bq14_air3_6_std,RT68 RR22 FG12 BQ14 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq14_air3_6_ca,RT68 RR22 FG12 BQ14 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr22_fg12_bq14_air5_8_std,RT68 RR22 FG12 BQ14 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr22_fg12_bq14_air5_8_ca,RT68 RR22 FG12 BQ14 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr22_fg12_bq14_air8_12_std,RT68 RR22 FG12 BQ14 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr22_fg12_bq14_air8_12_ca,RT68 RR22 FG12 BQ14 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr22_fg12_bq16_air1_3_std,RT68 RR22 FG12 BQ16 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq16_air1_3_ca,RT68 RR22 FG12 BQ16 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr22_fg12_bq16_air3_6_std,RT68 RR22 FG12 BQ16 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr22_fg12_bq16_air3_6_ca,RT68 RR22 FG12 BQ16 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr22_fg12_bq16_air5_8_std,RT68 RR22 FG12 BQ16 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr22_fg12_bq16_air5_8_ca,RT68 RR22 FG12 BQ16 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr22_fg12_bq16_air8_12_std,RT68 RR22 FG12 BQ16 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr22_fg12_bq16_air8_12_ca,RT68 RR22 FG12 BQ16 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr22_fg16_bq10_air1_3_std,RT68 RR22 FG16 BQ10 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr22_fg16_bq10_air1_3_ca,RT68 RR22 FG16 BQ10 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr22_fg16_bq10_air3_6_std,RT68 RR22 FG16 BQ10 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr22_fg16_bq10_air3_6_ca,RT68 RR22 FG16 BQ10 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq10_air5_8_std,RT68 RR22 FG16 BQ10 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr22_fg16_bq10_air5_8_ca,RT68 RR22 FG16 BQ10 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq10_air8_12_std,RT68 RR22 FG16 BQ10 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr22_fg16_bq10_air8_12_ca,RT68 RR22 FG16 BQ10 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr22_fg16_bq12_air1_3_std,RT68 RR22 FG16 BQ12 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr22_fg16_bq12_air1_3_ca,RT68 RR22 FG16 BQ12 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr22_fg16_bq12_air3_6_std,RT68 RR22 FG16 BQ12 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr22_fg16_bq12_air3_6_ca,RT68 RR22 FG16 BQ12 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq12_air5_8_std,RT68 RR22 FG16 BQ12 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr22_fg16_bq12_air5_8_ca,RT68 RR22 FG16 BQ12 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq12_air8_12_std,RT68 RR22 FG16 BQ12 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr22_fg16_bq12_air8_12_ca,RT68 RR22 FG16 BQ12 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr22_fg16_bq14_air1_3_std,RT68 RR22 FG16 BQ14 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr22_fg16_bq14_air1_3_ca,RT68 RR22 FG16 BQ14 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr22_fg16_bq14_air3_6_std,RT68 RR22 FG16 BQ14 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr22_fg16_bq14_air3_6_ca,RT68 RR22 FG16 BQ14 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq14_air5_8_std,RT68 RR22 FG16 BQ14 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr22_fg16_bq14_air5_8_ca,RT68 RR22 FG16 BQ14 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq14_air8_12_std,RT68 RR22 FG16 BQ14 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr22_fg16_bq14_air8_12_ca,RT68 RR22 FG16 BQ14 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr22_fg16_bq16_air1_3_std,RT68 RR22 FG16 BQ16 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr22_fg16_bq16_air1_3_ca,RT68 RR22 FG16 BQ16 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr22_fg16_bq16_air3_6_std,RT68 RR22 FG16 BQ16 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr22_fg16_bq16_air3_6_ca,RT68 RR22 FG16 BQ16 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq16_air5_8_std,RT68 RR22 FG16 BQ16 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr22_fg16_bq16_air5_8_ca,RT68 RR22 FG16 BQ16 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr22_fg16_bq16_air8_12_std,RT68 RR22 FG16 BQ16 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr22_fg16_bq16_air8_12_ca,RT68 RR22 FG16 BQ16 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr22_fg20_bq10_air1_3_std,RT68 RR22 FG20 BQ10 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr22_fg20_bq10_air1_3_ca,RT68 RR22 FG20 BQ10 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr22_fg20_bq10_air3_6_std,RT68 RR22 FG20 BQ10 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq10_air3_6_ca,RT68 RR22 FG20 BQ10 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr22_fg20_bq10_air5_8_std,RT68 RR22 FG20 BQ10 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq10_air5_8_ca,RT68 RR22 FG20 BQ10 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr22_fg20_bq10_air8_12_std,RT68 RR22 FG20 BQ10 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr22_fg20_bq10_air8_12_ca,RT68 RR22 FG20 BQ10 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr22_fg20_bq12_air1_3_std,RT68 RR22 FG20 BQ12 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr22_fg20_bq12_air1_3_ca,RT68 RR22 FG20 BQ12 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr22_fg20_bq12_air3_6_std,RT68 RR22 FG20 BQ12 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq12_air3_6_ca,RT68 RR22 FG20 BQ12 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr22_fg20_bq12_air5_8_std,RT68 RR22 FG20 BQ12 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq12_air5_8_ca,RT68 RR22 FG20 BQ12 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr22_fg20_bq12_air8_12_std,RT68 RR22 FG20 BQ12 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr22_fg20_bq12_air8_12_ca,RT68 RR22 FG20 BQ12 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr22_fg20_bq14_air1_3_std,RT68 RR22 FG20 BQ14 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr22_fg20_bq14_air1_3_ca,RT68 RR22 FG20 BQ14 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr22_fg20_bq14_air3_6_std,RT68 RR22 FG20 BQ14 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq14_air3_6_ca,RT68 RR22 FG20 BQ14 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr22_fg20_bq14_air5_8_std,RT68 RR22 FG20 BQ14 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq14_air5_8_ca,RT68 RR22 FG20 BQ14 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr22_fg20_bq14_air8_12_std,RT68 RR22 FG20 BQ14 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr22_fg20_bq14_air8_12_ca,RT68 RR22 FG20 BQ14 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr22_fg20_bq16_air1_3_std,RT68 RR22 FG20 BQ16 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr22_fg20_bq16_air1_3_ca,RT68 RR22 FG20 BQ16 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr22_fg20_bq16_air3_6_std,RT68 RR22 FG20 BQ16 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq16_air3_6_ca,RT68 RR22 FG20 BQ16 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr22_fg20_bq16_air5_8_std,RT68 RR22 FG20 BQ16 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr22_fg20_bq16_air5_8_ca,RT68 RR22 FG20 BQ16 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr22_fg20_bq16_air8_12_std,RT68 RR22 FG20 BQ16 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr22_fg20_bq16_air8_12_ca,RT68 RR22 FG20 BQ16 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr22_fg24_bq10_air1_3_std,RT68 RR22 FG24 BQ10 Air1/3 STD,98.13,100.0,0.0,12.64,44694.15,20178.99,20068.93,20068.93,22376.66,2307.73,2307.73,2197.67
rt68_rr22_fg24_bq10_air1_3_ca,RT68 RR22 FG24 BQ10 Air1/3 CA,94.47,100.0,0.0,31.34,52842.67,20244.65,19993.78,19993.78,23457.7,3463.92,3463.92,3213.05
rt68_rr22_fg24_bq10_air3_6_std,RT68 RR22 FG24 BQ10 Air3/6 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq10_air3_6_ca,RT68 RR22 FG24 BQ10 Air3/6 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq10_air5_8_std,RT68 RR22 FG24 BQ10 Air5/8 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq10_air5_8_ca,RT68 RR22 FG24 BQ10 Air5/8 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq10_air8_12_std,RT68 RR22 FG24 BQ10 Air8/12 STD,98.13,100.0,0.0,12.64,43423.84,20158.33,20046.0,20046.0,21781.35,1735.34,1735.34,1623.02
rt68_rr22_fg24_bq10_air8_12_ca,RT68 RR22 FG24 BQ10 Air8/12 CA,94.5,100.0,0.0,31.16,52406.66,20236.3,19987.11,19987.11,23273.85,3286.74,3286.74,3037.55
rt68_rr22_fg24_bq12_air1_3_std,RT68 RR22 FG24 BQ12 Air1/3 STD,98.13,100.0,0.0,12.64,44694.15,20178.99,20068.93,20068.93,22376.66,2307.73,2307.73,2197.67
rt68_rr22_fg24_bq12_air1_3_ca,RT68 RR22 FG24 BQ12 Air1/3 CA,94.47,100.0,0.0,31.34,52842.67,20244.65,19993.78,19993.78,23457.7,3463.92,3463.92,3213.05
rt68_rr22_fg24_bq12_air3_6_std,RT68 RR22 FG24 BQ12 Air3/6 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
