record_index,system,component,container,supplier,role_hint,fix_id,site_name,before_location,before_lat,before_lon,after_location,after_lat,after_lon,confidence,source_url,simulation_action
,Ens. Structure fauteuil,A5086 - Aluminium,suppliers,Aluminium Corporation of China / Chalco,tier4_raw_material,SITE_CHALCO_QINGHAI,Chalco Qinghai Branch / Beichuan Industrial Park,China,39.9042,116.4074,"Xining, China",36.7653535,101.7640249,medium,https://www.chalco.com/en/sctxen/cpzsen/202012/t20201215_66289.html,Replace Beijing fallback with Qinghai smelter candidate; keep allocation validation required.
,Ens. Structure fauteuil,A5086 - Aluminium,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Manchette acc. Mobile,Alu,suppliers,Aluminium Corporation of China / Chalco,tier4_raw_material,SITE_CHALCO_QINGHAI,Chalco Qinghai Branch / Beichuan Industrial Park,China,39.9042,116.4074,"Xining, China",36.7653535,101.7640249,medium,https://www.chalco.com/en/sctxen/cpzsen/202012/t20201215_66289.html,Replace Beijing fallback with Qinghai smelter candidate; keep allocation validation required.
,Manchette acc. Mobile,Alu,suppliers,Hindalco Industries,tier4_raw_material,SITE_HINDALCO_RENUKOOT,Hindalco Renukoot,India,19.076,72.8777,"Renukoot, India",24.2236632,83.0306552,high,https://www.hindalco.com/about-us/manufacturing/renukoot,Replace Mumbai corporate fallback with Renukoot aluminium plant.
,Manchette acc. Mobile,Alu,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ens. Structure fauteuil,acier,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Ens. Structure fauteuil,acier,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Ens. Structure fauteuil,acier,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Ens. Structure fauteuil,acier,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ens. Structure fauteuil,acier,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Commande actionnement ECU,Commande actionnement ECU,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Commande actionnement ECU,Commande actionnement ECU,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Commande actionnement ECU,Commande actionnement ECU,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Commande actionnement ECU,Commande actionnement ECU,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Commande actionnement ECU,Commande actionnement ECU,suppliers,Liebherr Aerospace,tier1,SITE_LIEBHERR_LINDENBERG,Liebherr-Aerospace Lindenberg GmbH,"Lindenberg im Allgau, Germany",47.6031,9.8896,"Lindenberg im Allgau, Germany",47.5963892,9.8653206,high,https://www.liebherr.com/de-de/firmengruppe/standort/lindenberg-profil-3705432,Replace Lindenberg city fallback with the Liebherr site address.
,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Accoudoir allée,Ertalon,suppliers,Mitsubishi Chemical,tier4_raw_material,SITE_MITSUBISHI_TIELT_ERTALON,Mitsubishi Chemical Advanced Materials Tielt,Japan,35.6812,139.7671,"Tielt, Belgium",50.9997611,3.3450176,high_for_ertalon_only,https://eu.mitsubishi-chemical.com/locations/,Use Tielt for Ertalon/MCAM records; keep non-Ertalon Mitsubishi records unchanged.
,Accoudoir allée,Ertalon,suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Ens. Stowage latéral,Ertalon,suppliers,Mitsubishi Chemical,tier4_raw_material,SITE_MITSUBISHI_TIELT_ERTALON,Mitsubishi Chemical Advanced Materials Tielt,Japan,35.6812,139.7671,"Tielt, Belgium",50.9997611,3.3450176,high_for_ertalon_only,https://eu.mitsubishi-chemical.com/locations/,Use Tielt for Ertalon/MCAM records; keep non-Ertalon Mitsubishi records unchanged.
,Ens. Stowage latéral,Ertalon,suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Ens. Structure fauteuil,inox,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Ens. Structure fauteuil,inox,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Ens. Structure fauteuil,inox,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Ens. Structure fauteuil,inox,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Ens. Structure fauteuil,inox,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ensemble porte,Ertalon,suppliers,Mitsubishi Chemical,tier4_raw_material,SITE_MITSUBISHI_TIELT_ERTALON,Mitsubishi Chemical Advanced Materials Tielt,Japan,35.6812,139.7671,"Tielt, Belgium",50.9997611,3.3450176,high_for_ertalon_only,https://eu.mitsubishi-chemical.com/locations/,Use Tielt for Ertalon/MCAM records; keep non-Ertalon Mitsubishi records unchanged.
,Ensemble porte,Ertalon,suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Ens. Tablette repas,Ertalon,suppliers,Mitsubishi Chemical,tier4_raw_material,SITE_MITSUBISHI_TIELT_ERTALON,Mitsubishi Chemical Advanced Materials Tielt,Japan,35.6812,139.7671,"Tielt, Belgium",50.9997611,3.3450176,high_for_ertalon_only,https://eu.mitsubishi-chemical.com/locations/,Use Tielt for Ertalon/MCAM records; keep non-Ertalon Mitsubishi records unchanged.
,Ens. Tablette repas,Ertalon,suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Stowage assemblé avec porte,Ertalon,suppliers,Mitsubishi Chemical,tier4_raw_material,SITE_MITSUBISHI_TIELT_ERTALON,Mitsubishi Chemical Advanced Materials Tielt,Japan,35.6812,139.7671,"Tielt, Belgium",50.9997611,3.3450176,high_for_ertalon_only,https://eu.mitsubishi-chemical.com/locations/,Use Tielt for Ertalon/MCAM records; keep non-Ertalon Mitsubishi records unchanged.
,Stowage assemblé avec porte,Ertalon,suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Structure ottoman horizontale,Ertalon,suppliers,Mitsubishi Chemical,tier4_raw_material,SITE_MITSUBISHI_TIELT_ERTALON,Mitsubishi Chemical Advanced Materials Tielt,Japan,35.6812,139.7671,"Tielt, Belgium",50.9997611,3.3450176,high_for_ertalon_only,https://eu.mitsubishi-chemical.com/locations/,Use Tielt for Ertalon/MCAM records; keep non-Ertalon Mitsubishi records unchanged.
,Structure ottoman horizontale,Ertalon,suppliers,DuPont de Nemours,tier2_second_transformation,SITE_DUPONT_SPRUANCE,DuPont Spruance Manufacturing Site,United States,39.7391,-75.5398,"Richmond, United States",37.4520437,-77.4335412,high,https://www.dupont.co.jp/locations/dupont-spruance-manufacturing-site.html,Replace Wilmington HQ fallback with Spruance manufacturing site for DuPont fiber/polymer exposure.
,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,ArcelorMittal,tier4_raw_material,SITE_ARCELORMITTAL_INDUSTEEL,ArcelorMittal Industeel Le Creusot,Luxembourg,49.6116,6.1319,"Le Creusot / Torcy, France",46.7897099,4.4493912,medium,https://industeel.arcelormittal.com/legal-mentions/,Use Industeel Le Creusot as special-steel scenario candidate; certificate required before hard allocation.
,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,China Baowu / Baosteel,tier4_raw_material,SITE_BAOSTEEL_BAOSHAN,Baosteel Baoshan / Fujin Road site,China,31.2304,121.4737,"Shanghai, China",31.4114498,121.4557873,medium,https://craft.co/baosteel/locations,Use Baoshan/Fujin Road as China steel mill candidate; require certificate for active allocation.
,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Tata Steel,tier4_raw_material,SITE_TATA_JAMSHEDPUR,Tata Steel Jamshedpur Works,India,22.7853607,86.1994836,"Jamshedpur, India",22.7853607,86.1994836,medium_high,https://www.tatasteel.com/contact-us/,Use Jamshedpur Works as steel mill candidate; keep certificate validation required.
,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Nucor Corp,tier4_raw_material,SITE_NUCOR_BERKELEY,Nucor Steel Berkeley,United States,35.2271,-80.8431,"Huger, United States",33.007,-79.879,medium_high,https://enviro.epa.gov/triexplorer/release_fac_profile?TRI=29450NCRST1455H,Replace Charlotte HQ fallback with Nucor Berkeley mill candidate.
,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,suppliers,Aubert & Duval,tier3_first_transformation,SITE_AUBERT_ANCIZES,Aubert & Duval Les Ancizes,France,45.7772,3.087,"Les Ancizes-Comps, France",45.9235016,2.8415731,high,https://www.space-aero.org/en/member/aubert-duval-les-ancizes/,Replace Aubiere/Clermont fallback with Les Ancizes metallurgical site.
