Utilisateur;Type;Système;Composant;Fournisseur composant;Mode de transport du fournisseur direct;Compagnie de transport;1ére transformation avant réalisation;Risque de défaillance Frs 1ére transformation;Matière 1ére;Transport vers la 1ére transformation - Fonderie;Fournisseur matière 1ére;Transport de mine vers Raffinerie
Safran;IFE;Powerbox;Transport;"SAFRAN (France)*
JAMMY Inc (USA)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Remote extender unit;packaging;"JAMMY Inc (USA)*
THALES (France)
PMV (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Plusieurs filiaire d'approvisionnement dans une périmètre métropolitain avec, eux-même,  des fournisseurs des industries chimiques reconnus et de présence internationale;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Structure fixe;inox;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Remote extender unit;Transport;"JAMMY Inc (USA)*
THALES (France)
PMV (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Renfort tubulaire;packaging;"segnere aero SAS (France)*
L&P Aerospace (France)
SENIOR AEROSPACE (France)
CREUZET (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Structure fixe;nylon;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";Multisourcing ;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"BASF (Allemagne)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Renfort tubulaire;Transport;"segnere aero SAS (France)*
L&P Aerospace (France)
SENIOR AEROSPACE (France)
CREUZET (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;SFCU (Seat Function Control Unit);packaging;"SAFRAN (France)*
LIEBHERR (Allemagne)*
THALES (France)*";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;SFCU (Seat Function Control Unit);Transport;"SAFRAN (France)*
LIEBHERR (Allemagne)*
THALES (France)*";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Stowage assemblé avec porte;packaging;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Stowage assemblé avec porte;Transport;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
Senior Aerospace (Thaïlande)
Baulé - Exsto Polymère (France)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Structure ottoman horizontale;packaging;"JV GROUP (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Structure ottoman horizontale;Transport;"JV GROUP (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Support clamps;packaging;"MGA (Villeneuve s/ Lot)*
Plastiservice (Belgique)
Ancra Aircraft (Californie - USA)
TA Aerospace (Californie - USA)
CREUZET (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Plusieurs filiaire d'approvisionnement dans une périmètre métropolitain avec, eux-même,  des fournisseurs des industries chimiques reconnus et de présence internationale;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Support écran;packaging;"SAFRAN* (France)
BAULE - Exsto Polymère (France)
Plastiservice (Belgique)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Support écran;Transport;"SAFRAN (France)*
GATTEFIN (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Support écran;packaging;"SAFRAN* (France)
BAULE - Exsto Polymère (France)
Plastiservice (Belgique)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Support écran;Transport;"SAFRAN* (France)
BAULE - Exsto Polymère (France)
Plastiservice (Belgique)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Support équipé;packaging;"ESPACE (France)*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Support équipé;Transport;"ESPACE (France)*
GATTEFIN (France)
Lauak Group (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Support manchette équipée;packaging;"ESPACE (France)*
Plastiservice (Belgique)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Coussin têtière;velcro;"FRANKLIN (Pologne)*
ACH (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"DIATEX (France)
Groupe SAGAERT (France)
ASD Textiles (France)
TELATEX (France)";Multisourcing ;Tissus;Bateau - Camion;"DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens.coussin dossier version têtière;velcro;"FRANKLIN (Pologne)*
ACH (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"DIATEX (France)
Groupe SAGAERT (France)
ASD Textiles (France)
TELATEX (France)";Multisourcing ;Tissus;Bateau - Camion;"DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens. Coussin dossier;velcro;"FRANKLIN (Pologne)*
ACH (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"DIATEX (France)
Groupe SAGAERT (France)
ASD Textiles (France)
TELATEX (France)";Multisourcing ;Tissus;Bateau - Camion;"DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Support manchette équipée;Transport;"ESPACE (France)*
Plastiservice (Belgique)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Manchette équipée;velcro;"ACH*
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"DIATEX (France)
Groupe SAGAERT (France)
ASD Textiles (France)
TELATEX (France)";Multisourcing ;Tissus;Bateau - Camion;"DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Coussin ottoman;velours;"FRANKLIN (Pologne)*
GATTEFIN (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"TELATEX (France)
TISSEN (France)
ASD Textiles (France)";Multisourcing ;Velours;Bateau - Camion;"Velours:
SOMANI (Portugal)
GLAMOUR VELVET (Japon)
Tongxiang Zhuoyi Textile (Chine)
Kvadrat (Danemark)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Coussin têtière;velours;"FRANKLIN (Pologne)*
GATTEFIN (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"TELATEX (France)
TISSEN (France)
ASD Textiles (France)";Multisourcing ;Velours;Bateau - Camion;"Velours:
SOMANI (Portugal)
GLAMOUR VELVET (Japon)
Tongxiang Zhuoyi Textile (Chine)
Kvadrat (Danemark)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens. Coussin assise;velours;"FRANKLIN (Pologne)*
GATTEFIN (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"TELATEX (France)
TISSEN (France)
ASD Textiles (France)";Multisourcing ;Velours;Bateau - Camion;"Velours:
SOMANI (Portugal)
GLAMOUR VELVET (Japon)
Tongxiang Zhuoyi Textile (Chine)
Kvadrat (Danemark)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens.coussin dossier version têtière;velours;"FRANKLIN (Pologne)*
GATTEFIN (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"TELATEX (France)
TISSEN (France)
ASD Textiles (France)";Multisourcing ;Velours;Bateau - Camion;"Velours:
SOMANI (Portugal)
GLAMOUR VELVET (Japon)
Tongxiang Zhuoyi Textile (Chine)
Kvadrat (Danemark)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens. Coussin dossier;velours;"FRANKLIN (Pologne)*
GATTEFIN (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"TELATEX (France)
TISSEN (France)
ASD Textiles (France)";Multisourcing ;Velours;Bateau - Camion;"Velours:
SOMANI (Portugal)
GLAMOUR VELVET (Japon)
Tongxiang Zhuoyi Textile (Chine)
Kvadrat (Danemark)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens. Structure porte;velcro;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"DIATEX (France)
Groupe SAGAERT (France)
ASD Textiles (France)
TELATEX (France)";Multisourcing ;Tissus;Bateau - Camion;"DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Habillage sous fauteuil;velours;"ESPACE (France)*
Celso (France)
ACH (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"TELATEX (France)
TISSEN (France)
ASD Textiles (France)";Multisourcing ;Velours;Bateau - Camion;"Velours:
SOMANI (Portugal)
GLAMOUR VELVET (Japon)
Tongxiang Zhuoyi Textile (Chine)
Kvadrat (Danemark)
Tissu Huddersfield (Royaume-Uni)";
Safran;Sous-ensemble;Ens. Structure porte;Z10CNT18;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
ESPACE (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Acier;Train - Camion - Bateau;"Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Aubert&Duval (France)

Toray Carbon Fibers Europe (Japon)
SGL Carbon (Allemagne)
Hexcel Corporation (États-Unis)
Solvay (Belgique)";
Safran;Sous-ensemble;Manchette acc. Mobile;FRMC55:EU28 polyuréthane flexible traité UL;"MGR FOAMTEX (Angleterre)* 
ACH (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)
TATA Steel (Inde - France)";Multisourcing ;Tissus / Aluminium / Polyamide;Bateau;"Tissus:
DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)

Fabrication matière 1ére mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)

Aluminium
Chalco (Chine avec 39 filiales, dont 18 en propriété exclusive et 21 contrôlées)
Hindalco (Inde avec 49 sites de production Amérique du Nord, Europe, Asie)
Rio Tinto (Royaume-Uni avec 24 sites de production Canada, Australie, Nlle Zélande, Islande, Oman
Euralliage ( France)
TATA Steel (Inde - Afrique - Amérique du sud)";
Safran;Sous-ensemble;Manchette équipée;FRMC55:EU28 polyuréthane flexible traité UL;"MGR FOAMTEX (Angleterre)* 
ACH (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)
TATA Steel (Inde - France)";Multisourcing ;Tissus / Aluminium / Polyamide;Bateau;"Tissus:
DuPont de Nemours (Delaware - USA)
Zhejiang Yuxin Textile Co., Ltd. (Chine)
Paragon Textiles (Inde)
Toray (Japon)
LATIM (France)
Tissu Huddersfield (Royaume-Uni)

Fabrication matière 1ére mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)

Aluminium
Chalco (Chine avec 39 filiales, dont 18 en propriété exclusive et 21 contrôlées)
Hindalco (Inde avec 49 sites de production Amérique du Nord, Europe, Asie)
Rio Tinto (Royaume-Uni avec 24 sites de production Canada, Australie, Nlle Zélande, Islande, Oman
Euralliage ( France)
TATA Steel (Inde - Afrique - Amérique du sud)";"Combigo (France)
XPO Logistic (USA)
CEVA Logistics (France)
CMA-CGM (France)"
